CustomerKey,GeographyKey,FirstName,LastName,BirthDate,MaritalStatus,Gender,YearlyIncome,NumberChildrenAtHome,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,AddressLine2,Phone,DateFirstPurchase
22337,310,Haley,Jenkins,1973-04-03,M,F,20000,0,Manual,0,2,5464 Janin Pl.,,562-555-0130,2019-04-16
22338,314,Thomas,Russell,1973-03-26,M,M,20000,0,Manual,0,2,2102 W. 35th Street,,360-555-0165,2018-08-06
22339,634,Richard,Nelson,1973-11-02,M,M,20000,0,Manual,0,2,7970 Madrid,,730-555-0154,2019-02-02
22340,368,Isaac,Young,1973-10-02,M,M,20000,0,Manual,0,2,658 Elmhurst Lane,,421-555-0114,2019-03-05
22341,542,Tristan,Washington,1973-11-16,M,M,20000,0,Manual,0,2,5159 Amanda Circle,,194-555-0163,2019-07-30
22342,612,Jon,Lal,1974-10-04,M,M,20000,0,Clerical,0,2,5649 East 39th Street,,953-555-0197,2019-04-03
22343,641,Brittany,Powell,1974-07-07,M,F,30000,0,Clerical,1,1,7418 Jumping St.,,193-555-0183,2018-10-06
22344,307,Krystal,Yang,1974-12-24,M,F,30000,0,Clerical,1,1,6594 Jefferson St.,,155-555-0182,2018-11-29
22345,368,Amanda,James,1975-07-18,M,F,30000,0,Skilled Manual,1,2,2 Columbia River Ct.,,281-555-0144,2018-08-21
22346,300,Catherine,Howard,1975-04-06,M,F,40000,0,Clerical,1,1,325 Woodbury Place,,196-555-0125,2018-09-02
22347,383,Abigail,Long,1976-02-17,M,F,30000,0,Skilled Manual,0,2,5652 East View Place,,697-555-0185,2019-03-21
22348,347,Zoe,Torres,1976-07-01,M,F,30000,0,Skilled Manual,1,2,4109 Perry Way,,669-555-0163,2018-11-27
22349,62,Mason,Morris,1976-10-21,M,M,30000,0,Skilled Manual,1,2,662 T St.,,911-555-0137,2019-02-18
22350,637,Riley,Powell,1976-06-06,M,F,30000,0,Skilled Manual,1,2,6516 Beauer Lane,,986-555-0185,2019-04-21
22351,612,Sarah,Davis,1976-09-12,M,F,30000,0,Skilled Manual,0,2,P. O. Box 1053,,112-555-0188,2018-12-21
22352,334,Elizabeth,Moore,1977-12-05,M,F,30000,0,Skilled Manual,0,2,1439 Springvale Court,,992-555-0131,2019-03-10
22353,55,Amanda,Allen,1977-03-07,M,F,30000,0,Skilled Manual,1,2,8702 Nightingale Drive,,364-555-0150,2019-01-21
22354,71,Sara,King,1977-03-03,M,F,30000,0,Skilled Manual,0,2,2270 Gill Dr.,,428-555-0136,2019-01-07
22355,311,Logan,Jones,1977-04-27,M,M,30000,0,Skilled Manual,0,2,7860 Banbury Loop,,480-555-0159,2018-12-06
22356,325,Charles,Ward,1977-02-26,M,M,30000,0,Skilled Manual,1,2,4779 Scenic Dr.,,460-555-0140,2019-07-29
22357,316,Justin,Lal,1977-01-20,M,M,30000,0,Skilled Manual,1,2,4169 Deercreek Ln,,173-555-0176,2019-07-17
22358,316,Sydney,Butler,1977-08-08,M,F,40000,0,Clerical,1,1,2648 Hillcrest,,771-555-0180,2018-11-23
22359,68,Ethan,Lee,1978-10-26,S,M,40000,0,Clerical,0,1,9947 Buskirk Avenue,,706-555-0191,2018-11-04
22360,612,Caleb,Collins,1978-01-13,S,M,40000,0,Clerical,0,1,1426 Waterfall Way,,462-555-0162,2019-01-28
22361,343,Nathan,White,1978-10-21,M,M,40000,0,Clerical,1,1,6577 La Canada,,861-555-0137,2018-12-25
22362,312,Austin,Russell,1978-11-13,M,M,80000,0,Skilled Manual,0,0,9641 M St.,,256-555-0186,2019-03-13
22363,50,Faith,Diaz,1978-04-21,S,F,80000,0,Skilled Manual,1,0,8831 Lemonwood Drive,,887-555-0115,2018-12-28
22364,360,Katherine,Jenkins,1978-09-20,M,F,80000,0,Skilled Manual,1,0,7906 Clayburn Road,,428-555-0132,2019-01-19
22365,361,Sebastian,Richardson,1978-03-02,M,M,80000,0,Skilled Manual,0,0,339 Norcross Lane,,347-555-0164,2018-08-11
22366,66,Logan,Henderson,1978-07-16,M,M,80000,0,Skilled Manual,0,0,1695 Valley High Dr,,154-555-0134,2019-02-07
22367,352,Jasmine,Griffin,1978-10-13,S,F,80000,0,Skilled Manual,1,0,805 Willow Lane,,519-555-0199,2018-10-28
22368,633,Edward,Ross,1979-03-26,S,M,40000,0,Clerical,0,1,2321 Wilson Ln.,,535-555-0118,2018-09-23
22369,302,Louis,Deng,1979-05-05,M,M,60000,0,Skilled Manual,1,0,7745 Relis Valley Road,,824-555-0117,2018-12-13
22370,334,Carol,Patterson,1979-05-11,S,F,60000,0,Skilled Manual,1,0,3974 Diver Way,,257-555-0139,2019-06-28
22371,55,Blake,Powell,1992-10-14,S,M,50000,0,Skilled Manual,0,0,8764 Mt. Pisgah,,565-555-0115,2019-01-29
22372,361,Melanie,Perry,1992-08-25,S,F,50000,0,Skilled Manual,1,0,9982 Fawn Glen Circle,,936-555-0151,2018-09-08
22373,60,Gabrielle,Bell,1993-09-24,S,F,40000,0,Skilled Manual,1,0,4068 Camelback Road,,123-555-0110,2016-12-21
22374,618,Luke,Patterson,1993-03-04,M,M,40000,0,Skilled Manual,1,0,6381 Cardinal,,560-555-0134,2018-09-28
22375,335,Jasmine,Williams,1993-09-26,S,F,40000,0,Skilled Manual,1,0,7763 Folson Drive,,690-555-0185,2019-03-15
22376,542,Marcus,Martin,1992-03-18,S,M,50000,0,Skilled Manual,1,0,5690 Morgan Territory Rd,,338-555-0113,2018-12-16
22377,183,Roger,Zeng,1987-03-12,S,M,10000,0,Manual,1,0,"1, rue Pierre-Demoulin",,1 (11) 500 555-0165,2019-04-15
22378,219,Rebekah,Malhotra,1982-02-14,S,F,10000,0,Manual,0,0,"38, chaussée de Tournai",,1 (11) 500 555-0180,2018-10-10
22379,224,Fernando,Hayes,1982-07-17,S,M,10000,0,Manual,0,0,"98, rue Marbeuf",,1 (11) 500 555-0161,2019-05-02
22380,126,Brendan,Nath,1982-08-23,S,M,10000,0,Manual,0,0,Räuscherweg 193,,1 (11) 500 555-0188,2018-10-05
22381,120,Hunter,Patterson,1982-03-23,M,M,10000,0,Manual,1,0,Galeriestr 229,,1 (11) 500 555-0182,2018-11-19
22382,250,Bethany,Xu,1982-11-26,S,F,20000,0,Clerical,1,0,539 Rolling Green Circle,,1 (11) 500 555-0114,2019-07-12
22383,261,Devin,Jenkins,1982-02-21,M,M,20000,0,Clerical,1,0,8548 Sony Hill Circle,,1 (11) 500 555-0114,2019-02-02
22384,121,Paige,Sanchez,1981-09-27,S,F,10000,0,Manual,1,0,Heiderweg 4982,,1 (11) 500 555-0185,2018-12-27
22385,230,Misty,Lal,1981-12-15,M,F,20000,0,Clerical,1,0,2184 Vallejo,,1 (11) 500 555-0110,2019-03-14
22386,174,Jerome,Gill,1955-03-15,M,M,20000,0,Clerical,1,0,Reiherweg 4164,,1 (11) 500 555-0132,2019-03-23
22387,173,Audrey,Romero,1956-11-19,M,F,20000,0,Clerical,1,0,Kulmer Straße 566,,1 (11) 500 555-0119,2019-04-17
22388,241,Bradley,Beck,1956-05-16,M,M,20000,0,Clerical,1,0,8566 Beatrice Rd.,,1 (11) 500 555-0155,2018-09-26
22389,121,Edwin,Luo,1977-09-15,M,M,20000,0,Clerical,1,0,Waldstr 992,,1 (11) 500 555-0192,2019-07-15
22390,176,Kelvin,Zheng,1977-02-02,M,M,20000,0,Clerical,1,0,Residenz Straße 644,Unit F,1 (11) 500 555-0115,2019-01-14
22391,175,Angela,Watson,1974-06-05,M,F,10000,0,Manual,1,1,Essener Straße 326,,1 (11) 500 555-0122,2019-06-18
22392,220,Bailey,Gray,1974-05-14,M,F,10000,0,Manual,1,1,"505, quai Paul Doumer",,1 (11) 500 555-0130,2018-12-07
22393,150,Chelsea,Perez,1974-03-16,S,F,10000,0,Manual,0,1,Haberstr 18,,1 (11) 500 555-0130,2018-07-21
22394,222,Meagan,Suri,1957-06-06,S,F,20000,0,Clerical,0,0,"2, rue Villedo",,1 (11) 500 555-0187,2019-07-28
22395,196,Jermaine,Patel,1958-05-25,S,M,20000,0,Clerical,1,0,2822 Bluejay Dr.,,1 (11) 500 555-0179,2018-12-02
22396,274,Rebekah,Patel,1961-08-28,S,F,30000,0,Clerical,1,0,7669 Alpine Dr.,,1 (11) 500 555-0118,2019-02-11
22397,215,Marie,Patel,1962-08-05,M,F,10000,0,Manual,1,1,"1234, rue Saint-Lazare",,1 (11) 500 555-0140,2018-11-29
22398,132,Sheila,Moreno,1962-03-12,M,F,20000,0,Manual,1,0,Räuscherweg 292,,1 (11) 500 555-0153,2018-07-30
22399,9,Arthur,Fernandez,2000-01-06,S,M,10000,0,Manual,1,1,113 Gordon Ct.,,1 (11) 500 555-0142,2017-11-18
22400,38,Ruben,Martin,2000-05-19,M,M,10000,0,Manual,0,1,4070 Lacorso Drive,,1 (11) 500 555-0112,2017-11-01
22401,26,Ian,Price,2000-01-08,M,M,10000,0,Manual,1,1,5979 Leisure Lane,,1 (11) 500 555-0134,2017-11-18
22402,26,Clarence,Xie,2000-09-10,M,M,10000,0,Manual,1,1,5749 Esperanza,,1 (11) 500 555-0132,2017-11-11
22403,5,Cedric,Beck,1999-02-21,M,M,10000,0,Manual,1,1,7350 Pine,,1 (11) 500 555-0131,2018-11-06
22404,31,Margaret,Xu,2000-11-06,S,F,10000,0,Manual,0,1,6854 Veale Ave.,,1 (11) 500 555-0134,2017-11-29
22405,28,Leonard,Becker,1998-09-21,M,M,10000,0,Manual,1,1,5424 Bel Air Drive,,1 (11) 500 555-0111,2018-11-08
22406,7,Kelvin,Shen,1997-11-12,M,M,10000,0,Manual,1,2,3098 Seabourne Ct,,1 (11) 500 555-0131,2017-11-28
22407,6,Carolyn,Gonzalez,1999-10-19,M,F,10000,1,Manual,1,0,6857 La Salle Ct,,1 (11) 500 555-0113,2017-11-20
22408,38,Clarence,Shan,1999-09-06,S,M,10000,1,Manual,0,0,647 Newport Drive,,1 (11) 500 555-0121,2017-11-11
22409,25,Candace,Madan,1999-08-15,S,F,20000,0,Clerical,1,0,1488 Guadalupe,,1 (11) 500 555-0115,2017-11-22
22410,25,Cassandra,Arthur,1998-08-16,S,F,20000,0,Clerical,0,0,5790 Ponderosa Drive,,1 (11) 500 555-0111,2017-11-06
22411,19,Amy,He,1998-11-05,S,F,20000,0,Clerical,0,0,2100 Linton Terr,,1 (11) 500 555-0116,2017-11-25
22412,35,Drew,Andersen,1997-10-04,M,M,20000,0,Clerical,0,0,6308 Broadway Street,,1 (11) 500 555-0190,2017-11-01
22413,204,Kristi,Diaz,1963-12-27,M,F,20000,0,Manual,1,0,"5, rue Montcalm",,1 (11) 500 555-0121,2019-06-25
22414,132,Eugene,Wu,1963-08-08,S,M,20000,0,Manual,0,1,Lützowplatz 28,,1 (11) 500 555-0187,2018-07-12
22415,161,Natalie,Phillips,1963-01-16,S,F,30000,0,Clerical,0,0,Moritzstr 1,,1 (11) 500 555-0111,2018-07-11
22416,247,Tabitha,Romero,1963-10-03,M,F,30000,0,Clerical,0,0,416 Tupelo Drive,,1 (11) 500 555-0119,2019-02-07
22417,202,Shaun,Goel,1981-11-10,M,M,20000,1,Manual,1,0,"87, rue Lafayette",,1 (11) 500 555-0139,2019-03-19
22418,234,Jacob,Smith,1981-08-26,M,M,30000,0,Clerical,1,0,2433 Bailey Road,,1 (11) 500 555-0152,2019-02-10
22419,208,Damien,Xu,1979-05-03,S,M,10000,1,Manual,0,1,"499, rue de la Comédie",,1 (11) 500 555-0119,2019-03-27
22420,184,Richard,Moore,1979-10-28,S,M,10000,1,Manual,0,1,"82, avenue des Ternes",,1 (11) 500 555-0113,2018-11-30
22421,230,Barbara,Sharma,1979-10-11,S,F,20000,0,Manual,0,1,1242 Frayne Lane,,1 (11) 500 555-0115,2018-12-08
22422,267,Nichole,Black,1979-12-05,M,F,30000,0,Clerical,0,0,9711 Contra Costa Blvd.,,1 (11) 500 555-0185,2019-03-21
22423,196,Byron,Hernandez,1978-02-15,S,M,20000,0,Manual,0,1,"1555, rue des Pyrenees",,1 (11) 500 555-0118,2018-12-14
22424,206,Edwin,Rai,1978-04-21,S,M,20000,0,Manual,1,1,"8, avenue de Norvege",,1 (11) 500 555-0163,2018-10-09
22425,213,Roy,Sullivan,1978-10-07,S,M,20000,0,Manual,0,1,"22, rue Jean Mermoz",,1 (11) 500 555-0169,2019-04-26
22426,218,Heather,Zhu,1980-08-11,M,F,30000,0,Clerical,1,0,"51, rue Henri Gagnon",,1 (11) 500 555-0199,2018-12-28
22427,258,Willie,Sharma,1980-04-15,S,M,30000,0,Clerical,0,0,6286 Mt. Sequoia Ct.,,1 (11) 500 555-0149,2019-03-01
22428,279,Destiny,Smith,1980-09-26,S,F,30000,0,Clerical,0,0,9643 Willow Pass Road,,1 (11) 500 555-0114,2019-03-25
22429,261,Jesse,Reed,1980-11-14,M,M,30000,0,Clerical,1,0,4216 Seaview Ave.,,1 (11) 500 555-0192,2019-03-03
22430,188,Brad,Chande,1980-03-05,S,M,40000,0,Clerical,0,0,"70, rue de Linois",,1 (11) 500 555-0164,2018-07-01
22431,200,Marie,Dominguez,1990-06-08,S,F,10000,1,Manual,0,1,"811, avenue Reille",,1 (11) 500 555-0110,2018-09-07
22432,131,Bridget,Xie,1990-08-11,S,F,10000,2,Manual,1,0,Buergermeister-ulrich-str 2999,,1 (11) 500 555-0181,2018-07-09
22433,273,Miguel,Hill,1990-08-15,S,M,20000,0,Manual,0,1,934 Acardia Pl,,1 (11) 500 555-0118,2019-03-02
22434,247,Billy,Schmidt,1990-09-01,S,M,20000,0,Manual,0,1,6797 Almondtree Circle,,1 (11) 500 555-0143,2019-04-20
22435,187,Ross,Navarro,1989-06-22,S,M,10000,2,Manual,1,0,"21, place Beaubernard",,1 (11) 500 555-0189,2018-11-18
22436,154,Roger,Raji,1990-09-23,S,M,30000,0,Clerical,1,0,Dunckerstr 1835,,1 (11) 500 555-0179,2018-07-19
22437,275,Trisha,Zheng,1990-01-27,S,F,40000,0,Clerical,0,0,6061 St. Paul Way,,1 (11) 500 555-0176,2019-02-20
22438,215,Casey,Jiménez,1989-06-10,S,M,20000,0,Manual,0,1,"2, rue de la Cavalerie",,1 (11) 500 555-0194,2018-12-07
22439,267,Tracy,Raji,1989-01-02,M,F,30000,0,Clerical,1,0,8037 St. Francis St.,,1 (11) 500 555-0182,2019-04-28
22440,213,Robyn,Sanz,1989-05-20,S,F,30000,0,Clerical,0,0,"76, avenue de Villiers",,1 (11) 500 555-0123,2018-12-20
22441,120,Andrea,Torres,1989-02-20,S,F,30000,0,Clerical,1,0,Herzogstr 2998,,1 (11) 500 555-0112,2018-07-27
22442,240,Trisha,Sun,1989-06-14,S,F,30000,0,Clerical,1,0,"2877, rue des Ecoles",,1 (11) 500 555-0165,2019-04-29
22443,184,Marvin,Suarez,1989-08-03,S,M,30000,0,Clerical,0,0,"99, rue de Cambrai",,1 (11) 500 555-0111,2018-12-04
22444,118,Colin,Xie,1989-02-27,S,M,40000,0,Clerical,0,0,Hans-Rosenthal-Platz 4243,,1 (11) 500 555-0139,2019-05-04
22445,180,Diane,Suarez,1989-04-03,S,F,40000,0,Clerical,0,0,"1009, rue des Bouchers",,1 (11) 500 555-0133,2018-07-28
22446,239,Jake,Wu,1989-10-20,S,M,40000,0,Clerical,0,0,7522 Santa Ana Drive,,1 (11) 500 555-0122,2019-03-20
22447,168,Tara,Shan,1989-04-13,M,F,40000,0,Clerical,1,0,Waldstr 12,,1 (11) 500 555-0177,2019-05-11
22448,212,Cindy,Weber,1989-10-10,S,F,40000,0,Clerical,1,0,"8344, rue de la Centenaire",,1 (11) 500 555-0169,2018-08-25
22449,206,Heather,He,1989-04-16,M,F,40000,0,Clerical,1,0,"11, rue Henri Gagnon",,1 (11) 500 555-0137,2018-08-28
22450,178,Audrey,Alvarez,1989-02-24,M,F,50000,0,Skilled Manual,1,0,Erlenweg 2624,,1 (11) 500 555-0163,2019-05-01
22451,236,Barbara,Rai,1989-06-20,S,F,50000,0,Skilled Manual,0,0,337 Tosca Way,,1 (11) 500 555-0113,2019-03-21
22452,240,Carly,Deng,1989-10-20,S,F,50000,0,Skilled Manual,1,0,734 Mt. Tooth Place,,1 (11) 500 555-0149,2019-03-01
22453,127,Dakota,Long,1942-02-04,M,M,10000,0,Clerical,1,2,Pflugstr 8515,,1 (11) 500 555-0168,2019-05-19
22454,258,Rebekah,Raman,1972-05-10,M,F,10000,0,Manual,0,2,566 Morgan Territory Rd.,,1 (11) 500 555-0160,2019-05-10
22455,132,Roy,Kapoor,1972-03-09,M,M,10000,0,Manual,1,2,Hunzinger Allee 292,,1 (11) 500 555-0194,2018-08-12
22456,272,Brittney,Guo,1971-08-11,S,F,20000,0,Manual,0,1,4820 N Larwin Ave.,,1 (11) 500 555-0174,2019-04-19
22457,234,Kimberly,Cooper,1988-05-18,M,F,10000,2,Manual,0,1,4275 Gumwood Dr,,1 (11) 500 555-0154,2018-10-25
22458,213,Kendra,Vazquez,1988-06-13,S,F,20000,1,Manual,0,0,"02, place de Fontenoy",,1 (11) 500 555-0196,2018-12-23
22459,154,Johnny,Xu,1988-05-03,M,M,20000,1,Manual,1,0,Pascalstr 551,,1 (11) 500 555-0122,2018-07-24
22460,245,Julio,Torres,1988-08-17,S,M,20000,1,Manual,1,0,3723 Coach Pl.,,1 (11) 500 555-0177,2019-04-13
22461,273,Arturo,Luo,1988-10-04,S,M,20000,1,Manual,1,1,7164 Pinncale Drive,,1 (11) 500 555-0188,2019-04-16
22462,130,Lydia,Chandra,1988-01-05,S,F,20000,1,Manual,0,1,Winterfeldtstr 3539,,1 (11) 500 555-0170,2018-08-12
22463,221,Raymond,Chandra,1988-08-28,M,M,30000,1,Clerical,1,0,"15, avenue de la Gare",,1 (11) 500 555-0174,2019-01-07
22464,211,Erik,Sanz,1988-10-11,M,M,40000,0,Clerical,1,0,"22, rue du Départ",,1 (11) 500 555-0128,2018-10-29
22465,219,Arturo,Shan,1988-10-10,S,M,40000,0,Clerical,1,0,"15, avenue de la Gare",,1 (11) 500 555-0158,2018-10-23
22466,202,Raul,Tang,1987-09-13,S,M,20000,1,Manual,0,1,"935, rue Mazagran",,1 (11) 500 555-0175,2019-01-01
22467,258,Neil,Alvarez,1987-02-20,S,M,20000,1,Manual,1,1,5617 Spice Terrace,,1 (11) 500 555-0111,2019-04-18
22468,245,Ruben,Gonzalez,1987-09-18,M,M,20000,1,Manual,1,1,5242 Miguel Drive,,1 (11) 500 555-0125,2019-05-19
22469,117,Sabrina,Moreno,1987-11-01,M,F,20000,1,Manual,1,1,Husemann Straße 9514,,1 (11) 500 555-0194,2018-09-16
22470,240,Carly,Tang,1987-11-05,M,F,30000,1,Clerical,1,0,4030 Rosina Court,,1 (11) 500 555-0150,2019-05-05
22471,205,Joel,Martinez,1987-09-05,S,M,30000,1,Clerical,1,0,"244, rue Descartes",,1 (11) 500 555-0148,2019-01-24
22472,212,Bridget,Sharma,1987-10-06,S,F,30000,1,Clerical,0,0,"57, rue Lafayette",,1 (11) 500 555-0173,2019-01-08
22473,141,Clifford,Patel,1987-05-14,S,M,30000,1,Clerical,1,1,Kurfürstenstr 5094,,1 (11) 500 555-0179,2018-09-23
22474,166,Leah,Zhu,1986-12-03,S,F,10000,4,Manual,1,2,Hansaallee 5989,,1 (11) 500 555-0176,2019-06-09
22475,229,Heidi,Rana,1986-12-10,S,F,10000,4,Manual,1,2,6578 Woodhaven Ln.,,1 (11) 500 555-0132,2018-10-12
22476,175,Shane,Martinez,1986-11-25,S,M,20000,2,Manual,0,0,Winterfeldtstr 4446,,1 (11) 500 555-0111,2019-05-15
22477,133,Kevin,Diaz,1986-06-13,S,M,20000,2,Manual,1,0,Alderweg 500,,1 (11) 500 555-0137,2018-09-05
22478,135,Carolyn,Browning,1986-06-08,S,F,30000,1,Clerical,1,1,Kalkweg 4444,,1 (11) 500 555-0198,2018-09-20
22479,157,Tammy,Malhotra,1986-08-18,M,F,30000,1,Skilled Manual,1,1,Heideweg 2459,,1 (11) 500 555-0192,2018-09-23
22480,225,Abby,Gonzalez,1986-05-12,M,F,30000,1,Skilled Manual,1,1,"2, rue Faubourg St Antoine",,1 (11) 500 555-0177,2019-01-06
22481,176,Erik,Ortega,1986-05-26,M,M,30000,1,Skilled Manual,1,1,Nollendorfplatz 4662,,1 (11) 500 555-0131,2018-09-02
22482,131,Cassidy,Jenkins,1985-09-16,S,F,10000,3,Manual,1,2,Zeiter Weg 9963,,1 (11) 500 555-0189,2019-07-11
22483,200,Lee,Ramos,1985-10-25,S,M,10000,3,Manual,1,2,"14, rue Marbeuf",,1 (11) 500 555-0153,2019-06-06
22484,193,Kristy,Ruiz,1985-09-27,S,F,20000,2,Manual,1,0,"1, rue Georges-Clémenceau",,1 (11) 500 555-0113,2019-01-31
22485,223,Andy,Suarez,1985-08-18,S,M,20000,2,Manual,1,1,"1234, rue Ste-Honoré",,1 (11) 500 555-0114,2019-04-23
22486,154,Jimmy,Ruiz,1985-04-09,S,M,20000,2,Manual,1,1,Hans-Rosenthal-Platz 4107,,1 (11) 500 555-0117,2018-09-22
22487,224,Jonathon,Gill,1985-04-19,S,M,20000,2,Manual,1,1,"8, avenue de l´ Union Centrale",,1 (11) 500 555-0141,2019-02-02
22488,115,Frederick,Patel,1985-04-21,M,M,30000,1,Skilled Manual,1,2,Platz des Landtags 300,,1 (11) 500 555-0176,2018-10-29
22489,213,Roger,Xie,1985-06-10,M,M,30000,1,Skilled Manual,1,2,"242, rue de Cambrai",,1 (11) 500 555-0114,2019-06-14
22490,217,Desiree,Vazquez,1984-04-26,S,F,10000,2,Manual,0,1,"9, boulevard Tremblay",,1 (11) 500 555-0149,2019-02-12
22491,171,Jerry,Nara,1984-09-20,S,M,20000,2,Manual,1,2,Hüttenstr 7005,,1 (11) 500 555-0190,2018-08-12
22492,161,Jorge,She,1984-07-24,S,M,20000,3,Manual,0,0,Knaackstr 646,,1 (11) 500 555-0129,2018-08-23
22493,170,Dwayne,Sanz,1984-01-21,S,M,20000,3,Manual,1,0,Kappellweg 675,,1 (11) 500 555-0132,2019-07-27
22494,127,Jon,Andersen,1984-02-06,S,M,20000,3,Manual,0,0,Heideweg 1459,,1 (11) 500 555-0133,2018-09-08
22495,216,Andy,Serrano,1984-04-04,S,M,20000,3,Manual,1,1,"62, route de Marseille",,1 (11) 500 555-0132,2019-02-05
22496,236,Christina,Brooks,1984-03-03,M,F,30000,1,Skilled Manual,1,2,9430 Versailles Pl,,1 (11) 500 555-0121,2019-04-07
22497,128,Casey,Gomez,1983-05-12,S,M,10000,2,Manual,1,2,Moritzstr 123,,1 (11) 500 555-0138,2018-12-03
22498,220,Pedro,Jimenez,1983-10-28,S,M,20000,3,Manual,0,2,"68, avenue de l´ Union Centrale",,1 (11) 500 555-0114,2019-02-12
22499,218,Dawn,Zhou,1953-07-06,M,F,10000,0,Manual,0,2,"201bis, boulevard Saint Germain",,1 (11) 500 555-0169,2019-02-28
22500,198,Brent,Zhao,1986-08-13,S,M,40000,0,Professional,0,0,"61680, rue Malar",,1 (11) 500 555-0127,2018-11-16
22501,204,Colin,Ye,1986-03-18,S,M,40000,0,Professional,1,0,"84, avenue des Ternes",,1 (11) 500 555-0175,2018-12-21
22502,236,Grace,Miller,1986-12-18,S,F,40000,0,Professional,1,0,3099 Crawford,,1 (11) 500 555-0166,2019-03-01
22503,261,Sandra,Zhao,1986-07-06,M,F,40000,0,Professional,1,0,4698 G Street,,1 (11) 500 555-0162,2019-03-12
22504,267,Arturo,Rai,1986-09-15,S,M,60000,0,Skilled Manual,0,0,2405 Mission Drive,,1 (11) 500 555-0111,2019-03-01
22505,270,Julie,Shen,1982-10-25,M,F,30000,0,Clerical,0,1,844 Raven Court,,1 (11) 500 555-0121,2019-05-03
22506,117,Brenda,Prasad,1985-04-02,S,F,30000,2,Clerical,1,1,Alte Landstr 9901,,1 (11) 500 555-0111,2018-10-27
22507,117,Louis,Wang,1985-07-13,S,M,30000,2,Clerical,0,1,Dunckerstr 185,,1 (11) 500 555-0142,2018-12-26
22508,159,Jon,Huang,1985-11-04,M,M,40000,0,Skilled Manual,1,0,Holzstr 7555,,1 (11) 500 555-0147,2019-05-15
22509,160,Lacey,Nara,1985-10-04,M,F,40000,0,Skilled Manual,1,0,Wasserstr 65,,1 (11) 500 555-0115,2019-05-12
22510,267,Lori,Gill,1985-02-11,M,F,40000,0,Skilled Manual,1,0,7074 Crown Court,,1 (11) 500 555-0136,2019-04-04
22511,186,Wendy,Suarez,1984-07-18,S,F,30000,2,Clerical,1,2,"1, rue de Varenne",,1 (11) 500 555-0111,2019-01-30
22512,223,Meagan,Mehta,1984-05-15,S,F,30000,2,Clerical,1,2,"44, rue Mazagran",,1 (11) 500 555-0182,2019-02-13
22513,215,Kenneth,Anand,1983-04-15,S,M,30000,2,Clerical,1,2,"3905bis, boulevard Saint Germain",,1 (11) 500 555-0115,2018-10-26
22514,160,Marvin,Johnsen,1997-09-03,S,M,20000,0,Manual,1,1,Buergermeister-ulrich-str 75,,1 (11) 500 555-0129,2019-07-17
22515,207,Alexa,Morris,1999-06-09,S,F,20000,4,Manual,1,2,"8818, avenue de Villiers",,1 (11) 500 555-0168,2019-02-11
22516,157,Adrienne,Ortega,1999-05-12,S,F,30000,3,Clerical,0,1,Heiderplatz 948,,1 (11) 500 555-0165,2018-12-15
22517,120,Luis,Adams,1999-08-16,S,M,30000,3,Clerical,1,1,Moritzstr 45,,1 (11) 500 555-0120,2018-10-21
22518,266,Jillian,Sai,1999-04-19,S,F,30000,3,Clerical,0,2,8345 Orangewood Ave.,,1 (11) 500 555-0174,2019-05-18
22519,175,Logan,Hughes,1983-11-11,M,M,40000,0,Skilled Manual,1,0,Erlenweg 6664,,1 (11) 500 555-0117,2019-05-03
22520,251,Rodney,Torres,1983-07-10,M,M,40000,0,Skilled Manual,1,0,7444 Cherokee Drive,,1 (11) 500 555-0115,2019-04-16
22521,131,Christina,Rivera,1982-09-18,S,F,30000,0,Clerical,1,1,Lieblingsweg 345,,1 (11) 500 555-0172,2019-07-05
22522,171,Benjamin,Hayes,1982-04-13,S,M,30000,0,Clerical,0,1,Zur Lindung 7,,1 (11) 500 555-0149,2018-10-12
22523,131,Jon,Xu,1982-07-17,M,M,40000,0,Skilled Manual,1,1,Lindenalle 2284,,1 (11) 500 555-0138,2019-06-21
22524,189,Michele,Hernandez,1982-06-26,M,F,40000,0,Skilled Manual,1,1,"380, avenue de Malakoff",,1 (11) 500 555-0171,2018-12-06
22525,178,Julio,Gutierrez,1998-08-06,S,M,30000,4,Clerical,1,2,Zollstr 68,,1 (11) 500 555-0117,2018-10-21
22526,263,Jamie,Moreno,1998-11-26,S,M,30000,4,Clerical,1,3,1113 Ready Road,,1 (11) 500 555-0136,2019-05-22
22527,186,Rachel,Flores,1997-06-15,S,F,20000,0,Manual,0,1,"864, rue Mazagran",,1 (11) 500 555-0148,2018-09-21
22528,233,Jaime,Blanco,1996-02-08,S,F,20000,0,Manual,1,1,6728 Palisade Court,,1 (11) 500 555-0112,2019-02-09
22529,205,Ross,Raman,1995-04-02,S,M,10000,0,Manual,0,2,"3534, rue des Grands Champs",,1 (11) 500 555-0139,2019-02-10
22530,264,Kelli,Jai,1995-03-28,S,F,20000,0,Manual,0,1,5448 Nulty Drive,,1 (11) 500 555-0147,2019-03-27
22531,193,Tiffany,Zhou,1996-11-20,S,F,20000,0,Manual,1,1,"386, rue de Varenne",,1 (11) 500 555-0125,2019-04-04
22532,269,Ryan,Thomas,1996-08-10,S,M,30000,0,Clerical,0,1,5716 Weatherly Drive,,1 (11) 500 555-0197,2019-06-05
